1017 Statistic "clientsCount":  279
┌─────────┬─────────┬───────────┬──────────┬──────────┐
│ (index) │   rss   │ heapTotal │ heapUsed │ external │
│  1423   │ 65.335  │  30.347   │   6.31   │   1.36   │
│  1424   │ 68.276  │  30.622   │  13.393  │   1.36   │
│  1425   │ 59.085  │  18.039   │  9.192   │   1.36   │
│  1426   │ 60.711  │  18.043   │  10.22   │   1.36   │
│  1427   │ 60.383  │  18.043   │  11.15   │   1.36   │
│  1428   │ 60.699  │  18.043   │  11.834  │   1.36   │
│  1429   │ 60.228  │  18.043   │  13.163  │   1.36   │
│  1430   │ 57.352  │  14.881   │  12.142  │   1.36   │
│  1431   │ 61.551  │  19.091   │  14.712  │   1.36   │
│  1432   │ 64.147  │  23.007   │  6.301   │   1.36   │
│  1433   │ 65.266  │  23.286   │  10.093  │   1.36   │
│  1434   │ 60.502  │  19.091   │  9.467   │   1.36   │
│  1435   │  61.78  │  19.091   │  10.002  │  1.364   │
│  1436   │ 61.542  │  19.091   │  10.845  │  1.364   │
│  1437   │ 61.829  │  19.091   │  11.516  │  1.364   │
│  1438   │ 64.639  │  23.286   │  13.414  │  1.364   │
│  1439   │  66.06  │  23.286   │  13.631  │  1.364   │
│  1440   │  66.06  │  23.286   │  13.591  │  1.364   │
│  1441   │ 66.699  │  31.396   │  6.359   │   1.36   │
│  1442   │ 69.743  │  31.674   │  13.525  │   1.36   │
│  1443   │ 60.494  │  19.091   │  9.336   │   1.36   │
│  1444   │ 61.866  │  19.091   │  10.301  │   1.36   │
│  1445   │ 61.604  │  19.091   │  11.194  │   1.36   │
│  1446   │ 61.866  │  19.091   │  11.827  │   1.36   │
│  1447   │ 61.448  │  19.096   │  13.156  │   1.36   │
│  1448   │  61.87  │  19.096   │  13.569  │   1.36   │
│  1449   │ 61.428  │  19.358   │  14.879  │   1.36   │
│  1450   │ 62.358  │  19.862   │  13.972  │   1.36   │
│  1451   │ 62.808  │  24.318   │  6.264   │   1.36   │
│  1452   │ 66.634  │  24.601   │  10.145  │   1.36   │
│  1453   │ 61.706  │  20.124   │  7.474   │   1.36   │
│  1454   │ 63.025  │  20.406   │  10.137  │   1.36   │
│  1455   │ 66.327  │  24.601   │  11.837  │   1.36   │
│  1456   │ 67.219  │  24.601   │  11.897  │   1.36   │
│  1457   │ 67.219  │  24.601   │  12.216  │   1.36   │
│  1458   │ 65.671  │  31.134   │  6.301   │   1.36   │
│  1459   │ 68.702  │  31.416   │  13.527  │   1.36   │
│  1460   │  60.26  │  18.833   │  9.353   │   1.36   │
│  1461   │ 61.628  │  18.833   │  10.303  │   1.36   │
│  1462   │ 61.411  │  18.833   │  11.265  │   1.36   │
│  1463   │ 61.645  │  18.833   │  11.966  │   1.36   │
│  1464   │  61.35  │  18.833   │  13.26   │   1.36   │
│  1465   │ 61.645  │  18.833   │  14.029  │   1.36   │
│  1466   │ 61.821  │  19.358   │  15.325  │   1.36   │
│  1467   │ 62.882  │  24.318   │  6.268   │   1.36   │
│  1468   │ 66.757  │  24.601   │  10.191  │   1.36   │
│  1469   │ 61.546  │   20.41   │  9.345   │   1.36   │
│  1470   │ 63.115  │   20.41   │  10.364  │   1.36   │
│  1471   │ 62.894  │   20.41   │  11.352  │   1.36   │
│  1472   │ 63.115  │   20.41   │  12.032  │   1.36   │
│  1473   │ 62.861  │   20.41   │  13.389  │   1.36   │
│  1474   │ 63.119  │   20.41   │  14.131  │   1.36   │
│  1475   │ 62.947  │   20.41   │  15.464  │   1.36   │
│  1476   │ 63.169  │   24.58   │  6.268   │   1.36   │
│  1477   │ 67.101  │  24.867   │  10.242  │   1.36   │
│  1478   │ 61.956  │  20.673   │   9.41   │   1.36   │
│  1479   │  63.41  │  20.673   │  10.409  │   1.36   │
│  1480   │ 63.234  │  20.673   │  11.366  │   1.36   │
│  1481   │  63.41  │  20.673   │  12.055  │   1.36   │
│  1482   │  63.41  │  20.673   │  13.128  │   1.36   │
│  1483   │  63.05  │  20.673   │  14.461  │   1.36   │
│  1484   │  62.19  │  20.386   │  13.671  │   1.36   │
│  1485   │ 63.222  │  20.386   │  6.235   │   1.36   │
│  1486   │ 65.061  │  24.867   │  10.571  │   1.36   │
│  1487   │ 63.508  │  20.673   │  9.677   │  1.364   │
│  1488   │ 64.836  │  24.867   │  11.822  │  1.364   │
│  1489   │ 67.703  │  24.867   │  11.879  │  1.364   │
│  1490   │ 67.707  │  24.871   │  12.321  │  1.364   │
│  1491   │ 67.707  │  24.871   │  12.864  │  1.364   │
│  1492   │ 67.121  │  30.872   │  6.361   │   1.36   │
│  1493   │ 70.377  │  31.162   │  13.752  │   1.36   │
│  1494   │ 61.436  │  18.579   │  9.048   │   1.36   │
│  1495   │ 63.566  │  22.774   │  9.631   │   1.36   │
│  1496   │  65.63  │  22.774   │  10.13   │   1.36   │
│  1497   │  65.63  │  22.774   │  10.584  │   1.36   │
│  1498   │ 65.176  │  29.561   │  6.307   │   1.36   │
│  1499   │  68.42  │  29.852   │  13.718  │   1.36   │
│  1500   │ 60.125  │  17.269   │  9.053   │   1.36   │
│  1501   │ 62.255  │  21.463   │  9.607   │   1.36   │
│  1502   │ 64.319  │  21.463   │  10.134  │   1.36   │
│  1503   │ 64.319  │  21.463   │  10.534  │   1.36   │
│  1504   │ 64.664  │  29.037   │  6.318   │   1.36   │
│  1505   │ 67.957  │  29.327   │  13.757  │   1.36   │
│  1506   │ 59.617  │  16.744   │  9.058   │   1.36   │
│  1507   │ 61.747  │  20.939   │  9.617   │   1.36   │
│  1508   │ 63.812  │  20.939   │  10.076  │   1.36   │
│  1509   │ 63.812  │  20.939   │  10.544  │   1.36   │
│  1510   │ 64.709  │  29.037   │  6.361   │   1.36   │
│  1511   │ 68.051  │  29.331   │  13.829  │   1.36   │
│  1512   │ 59.625  │  16.749   │   9.11   │   1.36   │
│  1513   │ 60.822  │  20.943   │  11.263  │   1.36   │
│  1514   │  63.82  │  20.943   │  11.456  │   1.36   │
│  1515   │  63.82  │  20.943   │  11.968  │   1.36   │
│  1516   │  63.82  │  20.943   │  12.557  │   1.36   │
│  1517   │ 65.516  │  29.037   │  6.317   │   1.36   │
│  1518   │ 68.878  │  29.331   │  13.837  │   1.36   │
│  1519   │ 59.625  │  16.749   │   9.1    │   1.36   │
│  1520   │ 60.887  │  20.943   │  11.288  │   1.36   │
│  1521   │  63.84  │  20.943   │  11.534  │   1.36   │
│  1522   │  63.84  │  20.943   │  11.996  │   1.36   │
│  1523   │  63.84  │  20.943   │  12.55   │   1.36   │
│  1524   │ 65.593  │  29.037   │  6.366   │   1.36   │
│  1525   │ 69.001  │  29.331   │  13.911  │   1.36   │
│  1526   │ 59.646  │  16.749   │  9.192   │   1.36   │
│  1527   │ 61.018  │  20.943   │  11.425  │   1.36   │
│  1528   │  63.84  │  20.943   │  11.674  │   1.36   │
│  1529   │  63.84  │  20.943   │  12.057  │   1.36   │
│  1530   │  63.84  │  20.943   │  12.513  │   1.36   │
│  1531   │ 65.642  │  29.037   │  6.407   │   1.36   │
│  1532   │ 69.108  │  29.331   │  13.99   │   1.36   │
│  1533   │  59.65  │  16.753   │  9.192   │   1.36   │
│  1534   │ 61.133  │  20.947   │  11.526  │   1.36   │
│  1535   │ 63.861  │  20.947   │  11.735  │   1.36   │
│  1536   │ 63.861  │  20.947   │  12.141  │   1.36   │
│  1537   │ 63.861  │  20.947   │  12.634  │   1.36   │
│  1538   │ 65.769  │  29.037   │  6.369   │   1.36   │
│  1539   │ 69.235  │  29.336   │  13.975  │   1.36   │
│  1540   │ 59.666  │  16.753   │  9.244   │  1.364   │
│  1541   │ 61.145  │  20.947   │  11.528  │  1.364   │
│  1542   │ 63.861  │  20.947   │  11.792  │  1.364   │
│  1543   │ 63.861  │  20.947   │  12.191  │  1.364   │
│  1544   │ 63.861  │  20.947   │  12.645  │  1.364   │
│  1545   │ 65.831  │  29.037   │  6.358   │   1.36   │
│  1546   │ 69.329  │  29.336   │  14.01   │   1.36   │
│  1547   │ 59.666  │  16.753   │  9.218   │   1.36   │
│  1548   │ 61.202  │  20.947   │  11.573  │   1.36   │
│  1549   │ 63.877  │  20.947   │  11.954  │   1.36   │
│  1550   │ 63.881  │  20.947   │  12.446  │   1.36   │
│  1551   │ 63.881  │  20.947   │  12.887  │   1.36   │
│  1552   │ 66.146  │  29.037   │  6.371   │   1.36   │
│  1553   │ 69.693  │  29.336   │  14.062  │   1.36   │
│  1554   │ 59.691  │  16.757   │  9.219   │   1.36   │
│  1555   │ 61.223  │  20.951   │  11.582  │   1.36   │
│  1556   │ 63.885  │  20.951   │  11.975  │   1.36   │
│  1557   │ 63.885  │  20.951   │  12.396  │   1.36   │
│  1558   │ 63.885  │  20.951   │  12.879  │   1.36   │
│  1559   │ 66.191  │  29.037   │  6.374   │   1.36   │
│  1560   │ 69.767  │   29.34   │  14.09   │   1.36   │
│  1561   │ 59.691  │  16.757   │   9.25   │   1.36   │
│  1562   │ 61.293  │  20.951   │  11.653  │   1.36   │
│  1563   │ 63.906  │  20.951   │  11.997  │   1.36   │
│  1564   │ 63.906  │  20.951   │  12.488  │   1.36   │
│  1565   │ 63.906  │  20.951   │  12.914  │   1.36   │
│  1566   │ 66.277  │  29.037   │  6.411   │   1.36   │
│  1567   │ 69.923  │   29.34   │  14.17   │   1.36   │
│  1568   │ 59.711  │  16.757   │  9.303   │   1.36   │
│  1569   │ 61.338  │  20.951   │  11.677  │   1.36   │
│  1570   │ 63.906  │  20.951   │  12.137  │   1.36   │
│  1571   │ 63.906  │  20.951   │  12.58   │   1.36   │
│  1572   │ 63.906  │  20.951   │  13.077  │   1.36   │
│  1573   │ 66.478  │  29.037   │  6.361   │   1.36   │
│  1574   │ 70.095  │   29.34   │  14.143  │   1.36   │
│  1575   │ 59.716  │  16.761   │  9.278   │   1.36   │
│  1576   │ 61.407  │  20.955   │  11.746  │   1.36   │
│  1577   │ 63.926  │  20.955   │  12.146  │   1.36   │
│  1578   │ 63.926  │  20.955   │  12.701  │   1.36   │
│  1579   │ 63.926  │  20.955   │  13.24   │   1.36   │
│  1580   │ 66.683  │  29.037   │  6.369   │   1.36   │
│  1581   │ 70.341  │  29.344   │  14.162  │   1.36   │
│  1582   │ 59.732  │  16.761   │  9.286   │   1.36   │
│  1583   │ 61.469  │  20.955   │  11.77   │   1.36   │
│  1584   │ 63.926  │  20.955   │  12.185  │   1.36   │
│  1585   │ 63.926  │  20.955   │  12.687  │   1.36   │
│  1586   │ 63.926  │  20.955   │  13.204  │   1.36   │
│  1587   │ 66.716  │  29.037   │  6.365   │   1.36   │
│  1588   │ 70.398  │  29.344   │  14.191  │   1.36   │
│  1589   │ 59.736  │  16.761   │  9.319   │   1.36   │
│  1590   │ 61.538  │  20.955   │  11.833  │   1.36   │
│  1591   │ 63.951  │  20.955   │  12.254  │  1.364   │
│  1592   │ 63.951  │  20.955   │  12.734  │  1.364   │
│  1593   │ 63.951  │  20.955   │  13.25   │  1.364   │
│  1594   │ 66.839  │  29.037   │  6.356   │   1.36   │
│  1595   │ 70.558  │  29.344   │  14.236  │   1.36   │
│  1596   │ 59.757  │  16.761   │  9.309   │   1.36   │
│  1597   │ 63.484  │  20.959   │  11.813  │   1.36   │
│  1598   │ 63.955  │  20.959   │  12.379  │   1.36   │
│  1599   │ 63.955  │  20.959   │  12.896  │   1.36   │
│  1600   │ 63.775  │  29.037   │  6.344   │   1.36   │
│  1601   │  67.49  │  29.348   │  14.233  │   1.36   │
│  1602   │ 59.417  │  16.765   │  9.448   │   1.36   │
│  1603   │ 61.452  │  20.959   │  12.046  │   1.36   │
│  1604   │ 63.955  │  20.959   │  12.581  │   1.36   │
│  1605   │ 63.975  │  20.959   │  13.123  │   1.36   │
│  1606   │ 63.975  │  20.959   │  13.734  │   1.36   │
│  1607   │ 67.092  │  29.037   │  6.398   │   1.36   │
│  1608   │ 70.926  │  29.348   │  14.361  │   1.36   │
│  1609   │ 59.781  │  16.765   │  9.317   │   1.36   │
│  1610   │ 62.083  │  20.959   │  10.029  │   1.36   │
│  1611   │ 63.975  │  20.959   │  10.927  │   1.36   │
│  1612   │ 63.975  │  20.959   │  11.934  │   1.36   │
│  1613   │ 66.109  │  29.037   │  6.375   │   1.36   │
│  1614   │ 69.935  │  29.348   │  14.343  │   1.36   │
│  1615   │ 59.781  │  16.765   │  9.392   │   1.36   │
│  1616   │  60.24  │  20.959   │  10.781  │   1.36   │
│  1617   │ 63.975  │  20.959   │  11.816  │   1.36   │
│  1618   │  63.98  │  20.963   │  12.65   │   1.36   │
│  1619   │ 63.795  │  29.037   │  6.357   │   1.36   │
│  1620   │ 67.617  │  29.352   │  14.336  │   1.36   │
│  1621   │ 59.531  │  16.769   │  9.551   │   1.36   │
│  1622   │ 60.137  │  20.963   │  10.842  │   1.36   │
│  1623   │ 63.996  │  20.963   │  11.999  │   1.36   │
│  1624   │ 63.996  │  20.963   │  12.859  │   1.36   │
│  1625   │ 63.812  │  29.037   │  6.341   │   1.36   │
│  1626   │ 67.654  │  29.352   │  14.364  │   1.36   │
│  1627   │ 59.507  │  16.769   │  9.485   │   1.36   │
│  1628   │  61.6   │  20.963   │  12.17   │   1.36   │
│  1629   │ 59.806  │  16.769   │  11.115  │   1.36   │
│  1630   │ 63.447  │  20.963   │  13.689  │   1.36   │
│  1631   │ 59.937  │  17.555   │  13.026  │   1.36   │
│  1632   │ 64.311  │   21.75   │  15.505  │   1.36   │
│  1633   │ 61.219  │  18.866   │  14.477  │   1.36   │
│  1634   │ 65.171  │  22.483   │   6.36   │   1.36   │
│  1635   │ 65.552  │  22.798   │  8.784   │   1.36   │
│  1636   │ 65.667  │  22.798   │  9.843   │   1.36   │
│  1637   │ 67.977  │  31.187   │  13.925  │   1.36   │
│  1638   │ 71.819  │  31.187   │  13.844  │   1.36   │
│  1639   │  74.06  │  31.191   │  13.694  │   1.36   │
│  1640   │  74.06  │  31.191   │  13.587  │   1.36   │
│  1641   │  74.06  │  31.191   │  13.55   │   1.36   │
│  1642   │  74.06  │  31.191   │  13.575  │  1.364   │
│  1643   │  74.06  │  31.191   │  13.641  │  1.364   │
│  1644   │  74.06  │  31.191   │  13.679  │  1.364   │
│  1645   │  74.06  │  31.191   │  13.739  │  1.364   │
│  1646   │ 74.064  │  31.191   │  13.81   │  1.364   │
│  1647   │ 74.068  │  31.191   │  13.905  │  1.364   │
│  1648   │ 74.084  │  31.191   │  14.065  │  1.364   │
